-1.281134,-0.020185,-0.747322,-0.462574,0.400201,0.907208,-1.427018,0.939869,-0.016106,1.887722,-0.513602,0.354040,-0.766681,0.186411,0.136615
-2.594936,-0.849142,-2.762846,-0.128041,-0.859529,-1.254641,0.789081,-1.563270,0.880601,-0.104955,0.321771,0.766760,-0.250926,0.116521,-0.033911
-0.406120,-2.018205,-1.115824,-2.173489,0.780888,0.049556,0.403528,1.041442,-0.407544,0.115962,0.205939,0.375712,-0.346521,0.119232,-0.181397
-2.596789,-0.987317,0.719566,0.020227,1.310023,0.830127,0.268155,0.050560,0.276431,0.559469,0.433739,-0.261945,0.595435,-0.297890,-0.060310
-1.407333,-1.325009,-0.732965,2.249608,0.222958,-2.095159,0.190424,0.046133,-0.420325,0.162031,-0.571359,0.158685,-0.193538,0.366376,0.165223
0.274508,-0.586645,-0.048491,-1.397091,1.501158,0.079600,0.829295,-1.958353,-0.444847,-0.382855,0.507441,-0.281995,-1.145458,-0.072417,-0.202868
-0.789382,-0.701080,2.019913,1.053255,-0.691057,0.584359,-1.135950,-0.765842,-0.058827,-0.388492,0.337896,-0.993660,-0.289209,-0.051404,-0.207982
1.111418,0.005296,0.909794,0.714086,-0.820689,-0.750628,-1.443878,0.861221,0.606954,-0.811751,-0.051692,0.275221,0.156359,-0.188822,-0.063355
-2.898902,-1.521516,0.498795,0.942128,-0.810268,0.644026,0.679477,0.277394,-0.462676,-0.312860,-0.877631,-0.900063,-0.525193,0.083942,0.215373
0.469159,0.847992,0.882354,-1.711255,-2.027817,0.181335,0.173209,-0.951385,0.145308,0.296131,1.025251,0.039219,-0.081804,-0.280212,0.092223
0.197307,-2.324248,-0.042733,0.615178,-1.668901,2.055375,0.392507,1.620425,0.921311,0.114686,-0.137399,1.043653,0.566382,-0.186651,-0.224013
-1.006234,-0.551397,1.472921,0.537251,2.272175,0.146956,0.378447,0.524408,-0.382783,0.595478,-0.655064,0.533108,0.475284,0.011960,0.029357
-0.087939,0.721997,1.121384,-0.846899,0.205720,-0.237988,0.874451,0.095825,1.024402,1.100956,-0.212987,-0.036099,0.497246,0.309055,-0.243253
2.500213,-0.408487,1.180358,-0.477881,0.224253,-1.472620,0.756272,-0.105909,-1.036799,-0.673274,-0.101566,-0.276738,0.135272,0.628849,-0.218380
0.112169,0.281646,-0.299514,-2.447709,-1.254733,-1.718350,0.330009,-0.376176,-0.268541,1.889896,-0.498382,-0.449944,0.223379,-0.325347,0.198215
-4.722736,0.030570,-3.730407,0.904766,-0.606235,0.203540,0.062104,-1.066753,0.507695,-0.411280,0.232381,-0.993528,0.176399,-0.192999,-0.352057
0.328326,0.655044,2.523411,1.574886,1.776736,1.549992,0.267070,0.139282,-0.883656,0.156721,-0.181858,0.155030,-0.239046,-0.025923,0.109773
3.363148,0.456999,-1.442995,-0.168742,-0.380408,-2.095258,1.062058,0.929494,0.851922,0.626403,0.822750,-0.215400,-0.216640,-0.390154,0.216130
1.318276,1.090946,0.788898,-0.542818,0.427116,0.349438,0.196706,1.663884,-1.008797,0.501502,0.721738,-0.724043,-0.094929,1.033118,-0.112374
-3.337665,-0.264625,-2.051368,0.903059,-0.377639,2.078916,0.829642,1.426921,-0.414400,0.168008,-0.007120,-0.169977,0.213852,-0.067328,-0.147892
-1.290620,-0.463639,1.994715,-0.222836,-0.513181,1.286409,0.491445,-1.505108,-0.678618,-0.919322,1.189973,0.737304,-0.170358,0.777971,-0.172092
1.605440,1.445971,0.906592,0.554752,0.959879,0.623970,-0.667668,-0.673304,0.533521,0.467832,-0.783078,0.417976,0.112256,-0.309276,-0.149513
-1.231199,0.368908,0.901886,0.749017,-0.666839,-0.878830,-1.154678,0.637561,-0.017620,-1.673869,-0.540178,0.241841,-0.180855,0.286674,0.228178
-2.457526,-0.939872,-0.549453,-0.163264,0.590412,0.441633,0.889587,-0.150849,-0.874204,0.362854,0.653308,-0.575328,0.738557,-0.727054,0.254109
1.216124,1.815291,-0.027800,-2.287655,0.693352,0.301880,-0.521587,1.515605,0.808267,0.001730,0.345617,0.130868,0.126215,-0.181686,0.245740
4.375761,-2.111919,-3.090241,-0.815075,0.018826,0.876668,-0.784565,-0.456538,0.295984,0.193182,0.695730,-0.822198,0.370694,0.831539,0.270229
2.645518,-0.944355,0.172718,1.287317,0.045207,-2.636923,-0.460601,-0.220067,-1.415103,0.102270,-0.204898,0.219253,0.011075,-0.112339,-0.205741
-0.013001,2.050345,-0.930046,2.129103,-0.400761,0.522764,-0.883382,-1.648523,0.150159,0.436168,0.274120,0.258305,0.258360,-0.467903,0.022863
2.502924,0.833826,1.571188,-0.289418,-0.584226,-1.582411,-1.067196,-0.164507,0.769632,0.844442,0.201690,0.039866,-0.011166,-0.801877,0.032783
0.250542,0.942056,-1.438648,1.096860,1.239329,0.585182,0.863326,-0.430564,-0.542256,-0.447607,-0.149755,0.215599,-0.512429,-0.504760,-0.048541
1.133055,1.869316,0.447190,-1.198847,-1.740825,-0.056916,-1.191121,0.905562,0.199904,-0.112354,-0.470432,0.213501,0.216378,-0.275394,0.135201
-0.184134,0.845321,-1.309722,-1.641935,0.315178,-0.519899,0.274523,-0.014907,-1.132514,-1.928911,-1.010384,0.735677,-0.180036,-0.312536,0.071733
3.853189,-0.048061,0.409251,-0.528165,0.406667,1.317090,-0.429271,0.030996,0.158574,-0.356216,-0.976098,-0.147836,1.115074,0.193212,-0.039562
-1.497579,0.473073,0.546947,1.738181,0.787332,-0.618488,-1.539290,0.282724,0.757412,-0.742017,0.440649,0.348348,-0.608084,0.377823,0.189951
0.546150,1.331107,1.252492,0.434018,-0.774304,0.302087,1.704891,-0.937251,1.577540,-1.317681,-0.466508,-0.411211,-0.175345,0.449288,0.049544
